participant_id,sex,age,height_in,survey_weight
139309,female,70,63.0,25427.321
139310,female,72,60.9,11954.687
139312,female,62,66.1,16605.84
139314,female,53,58.8,48831.003
139315,male,73,69.5,12415.249
139317,male,24,68.4,43591.771
139321,female,27,62.6,31783.259
139322,female,46,67.7,14381.15
139323,female,22,64.6,55507.16
139325,female,75,60.3,41908.559
139326,male,24,67.3,21669.047
139329,male,64,65.3,58755.026
139331,male,32,75.4,62113.511
139332,male,30,68.9,82643.558
139333,male,47,66.9,13584.581
139335,female,31,63.4,13021.151
139336,male,80,72.3,43937.336
139337,male,65,71.3,54918.778
139338,male,27,68.3,138168.543
139339,female,28,60.7,51487.753
139342,male,75,70.9,24638.369
139343,female,59,61.8,46826.027
139344,female,49,63.7,73238.704
139346,male,75,61.5,14567.332
139347,female,67,64.1,18096.548
139351,female,49,59.6,58732.165
139352,male,21,68.3,85237.78
139353,male,47,67.6,12053.273
139356,female,46,64.8,82354.133
139360,female,57,63.1,38190.789
139362,male,70,67.4,18471.791
139366,male,46,67.8,44793.05
139368,female,63,64.2,30927.115
139370,female,64,68.1,56007.01
139373,male,65,70.2,52224.893
139374,male,46,70.1,12180.381
139376,female,41,70.4,46140.954
139381,female,55,65.2,20957.481
139383,male,61,72.2,19217.127
139385,female,53,62.6,9657.316
139388,female,42,66.5,15253.386
139389,female,63,63.9,34892.533
139392,female,69,64.3,43638.115
139398,female,62,150.9,15753.748
139401,female,68,59.8,30047.264
139402,male,65,70.7,42442.669
139404,female,66,61.0,19669.1
139407,female,68,62.4,15068.852
139413,male,74,74.8,11668.043
139414,male,49,69.8,118993.545
139416,male,60,70.9,24336.478
139417,male,63,69.1,55971.9
139418,male,39,66.7,23581.83
139420,male,28,69.8,40546.319
139421,female,70,63.1,39538.48
139423,male,62,69.3,43088.919
139424,female,32,59.8,16063.314
139425,male,52,65.9,21431.985
139426,female,71,61.9,26944.209
139428,male,63,69.4,29052.123
139435,female,49,64.4,30194.739
139437,male,41,72.6,29295.518
139438,male,56,69.2,81717.401
139441,male,62,72.7,52628.677
139443,male,70,66.3,14222.781
139446,female,80,64.4,27877.779
139447,female,58,69.8,91161.61
139448,female,63,61.0,15995.4
139450,female,33,67.2,164829.133
139458,male,20,73.7,76299.902
139459,male,71,72.2,16065.971
139461,male,62,67.4,34018.708
139462,male,80,66.8,61276.366
139464,female,37,64.5,68794.094
139465,female,34,62.0,10135.08
139466,male,78,66.5,19171.658
139467,female,33,65.1,27445.794
139470,male,66,65.2,10479.476
139473,female,61,59.7,56454.94
139475,female,80,65.3,49329.045
139479,male,50,73.1,17677.874
139483,male,33,73.0,39635.787
139485,male,51,71.3,31992.455
139488,male,25,65.9,60274.247
139489,male,55,62.0,11505.916
139491,male,40,72.2,70196.781
139493,female,75,61.3,32399.69
139494,female,64,64.9,16723.083
139495,female,50,63.4,101450.602
139496,male,56,68.8,32129.034
139497,female,73,67.5,11019.88
139498,female,62,60.4,20760.054
139500,female,73,60.2,28595.285
139502,female,31,61.8,81388.881
139504,female,63,62.6,49474.781
139508,female,68,61.7,14023.217
139509,male,20,73.4,129120.695
139510,female,33,65.3,109899.921
139514,female,80,63.9,57544.95
139515,male,62,66.6,104204.625
139520,male,64,68.9,25728.202
139521,male,80,66.9,26491.977
139522,female,72,58.2,22628.463
139523,female,61,60.3,30602.037
139524,male,60,64.4,13084.221
139525,male,47,63.7,52121.413
139527,female,68,65.0,15030.415
139529,male,36,70.4,64112.955
139530,female,42,67.3,17488.959
139532,male,61,66.9,32734.062
139533,female,40,66.1,57509.884
139537,female,39,62.1,39388.944
139539,female,67,58.5,15996.518
139543,male,41,71.6,51428.575
139548,female,77,64.6,75576.445
139551,male,73,179.9,26587.847
139553,female,46,63.0,51804.481
139559,female,40,61.8,43692.247
139560,male,25,67.0,131305.177
139561,male,28,68.3,111394.183
139562,male,62,70.7,17940.007
139565,female,80,61.3,83955.121
139568,male,30,70.0,27318.811
139569,female,39,59.8,36523.401
139570,female,27,62.3,44334.076
139571,female,31,64.2,55453.577
139574,male,46,72.8,73440.248
139579,male,73,64.8,43523.564
139584,male,68,63.7,21367.935
139585,female,40,63.5,57436.58
139589,female,67,61.6,21336.214
139593,female,66,62.0,34553.298
139595,male,64,70.9,20390.809
139596,female,75,65.3,12497.021
139597,female,66,61.5,29052.551
139600,female,64,62.9,26809.717
139601,male,22,67.3,24363.908
139602,female,60,59.3,41025.257
139603,male,64,66.1,21404.821
139604,female,47,59.9,15150.755
139605,female,76,61.8,19638.071
139607,female,63,63.9,11493.339
139608,female,53,63.7,31023.565
139609,female,38,56.1,27010.52
139610,male,60,68.5,17158.716
139613,female,62,64.4,36727.422
139614,male,52,65.6,24529.982
139616,male,67,68.7,12426.832
139619,female,26,61.1,111009.532
139621,female,38,64.3,15839.762
139623,female,51,66.1,29926.099
139626,male,68,66.5,16509.011
139628,male,44,72.1,116356.17
139630,male,69,67.4,32565.821
139636,female,38,61.5,14665.665
139638,female,71,66.2,38895.35
139640,male,58,68.9,53236.309
139650,female,37,67.9,20060.287
139651,male,59,68.2,16006.024
139655,male,34,63.9,40759.011
139657,female,35,69.5,47717.235
139658,female,39,64.6,62963.772
139660,female,36,60.4,14841.519
139663,male,71,66.5,12415.249
139665,male,62,64.8,18203.609
139667,female,37,64.8,52181.801
139674,female,68,58.3,28658.281
139676,female,71,61.2,26747.964
139677,female,52,60.2,102509.22
139678,male,73,69.6,16727.406
139679,female,75,59.3,74748.701
139680,female,45,58.9,22859.139
139681,female,45,64.2,31089.558
139682,female,35,65.7,37900.501
139685,male,73,66.9,27351.098
139686,male,32,68.3,39166.649
139687,female,65,66.0,11116.571
139689,male,70,62.3,15977.563
139690,male,80,63.0,73182.45
139692,female,57,64.5,39713.589
139693,female,22,62.7,87728.603
139695,female,68,64.4,17029.013
139698,female,29,58.8,54510.607
139699,male,45,71.1,52663.2
139700,female,57,65.2,39205.853
139702,male,40,70.2,49004.086
139705,male,42,172.5,146405.228
139706,female,68,59.8,9882.798
139707,female,28,65.5,66483.886
139717,male,27,65.5,35461.548
139719,female,40,67.4,53369.3
139720,male,76,67.8,42529.52
139723,male,39,65.7,41795.906
139725,female,61,66.1,15515.499
139727,female,60,66.8,19126.062
139728,female,31,65.0,10925.553
139729,female,23,65.6,58830.899
139730,male,67,61.2,69243.958
139733,male,73,67.7,16088.719
139735,male,28,66.7,66720.241
139737,male,64,65.4,35590.994
139738,male,31,70.1,35344.457
139740,male,71,69.8,11020.848
139743,male,49,68.5,47932.892
139745,female,50,63.9,46005.173
139747,male,56,68.5,39614.04
139751,female,76,61.2,10870.726
139752,female,60,63.8,20125.543
139753,male,25,66.2,96949.469
139754,male,53,72.6,78591.005
139758,female,56,65.0,9832.506
139764,female,62,62.8,13291.259
139767,female,47,64.3,30902.957
139770,female,46,60.2,36111.561
139774,female,61,62.5,11683.551
139775,female,32,64.9,21165.38
139776,female,51,64.0,27857.534
139777,male,40,72.0,58536.695
139780,male,72,70.1,42901.892
139781,female,74,60.6,17656.075
139782,male,37,71.2,26605.74
139786,female,22,63.9,68671.82
139787,male,76,72.2,11785.617
139789,male,34,68.7,55271.482
139790,male,80,66.8,35380.22
139793,male,79,73.3,12879.664
139795,male,21,71.1,30880.192
139796,female,43,66.7,27661.017
139798,female,69,163.6,58924.882
139799,female,61,62.3,18291.861
139801,male,70,63.1,8500.054
139802,male,20,71.0,118018.411
139804,female,38,66.2,29644.642
139808,male,70,67.1,7060.8
139809,female,46,61.7,42726.503
139814,female,47,60.2,15848.392
139815,female,51,63.1,16219.729
139816,female,29,65.5,30838.987
139817,female,66,61.7,28603.438
139819,female,62,64.6,18912.666
139820,male,45,67.0,128275.326
139825,male,29,74.4,50020.562
139827,male,80,65.6,36800.994
139828,female,43,68.8,12869.995
139830,female,73,60.8,19658.582
139833,male,51,69.8,18914.604
139840,male,56,72.2,15354.4
139844,male,57,61.5,44799.256
139845,female,80,59.5,13861.224
139847,female,63,60.7,57458.407
139849,female,41,65.4,40295.838
139851,male,60,65.3,25950.157
139853,female,44,67.1,42242.046
139854,female,56,61.1,31823.309
139856,male,35,69.2,27644.42
139857,male,64,66.9,30886.104
139859,female,25,59.6,57183.364
139861,male,62,69.4,18450.766
139863,male,71,70.7,11011.01
139865,male,21,76.5,77842.413
139867,female,69,59.9,18203.533
139868,female,21,62.1,140492.386
139869,female,80,59.5,19831.838
139870,female,42,63.6,69773.794
139871,female,35,60.4,14377.447
139873,female,71,62.0,12802.752
139874,female,42,65.4,72035.003
139879,male,63,64.4,27036.436
139882,female,75,64.5,18691.42
139886,female,76,60.3,22966.122
139888,female,70,65.2,16258.715
139889,female,30,59.7,22005.499
139890,female,38,63.8,92164.485
139895,male,73,67.6,17654.704
139897,male,33,71.9,42486.549
139898,female,48,60.6,18358.797
139899,male,41,72.0,46465.673
139900,male,76,66.7,39179.18
139901,female,56,63.5,22710.926
139903,female,60,65.1,35905.245
139907,male,53,63.4,15990.231
139910,male,67,65.2,42420.58
139912,male,62,68.3,51964.9
139915,female,69,59.6,9714.371
139916,male,42,69.8,22834.384
139917,female,71,64.9,26768.446
139918,male,55,71.2,84828.065
139919,male,68,75.2,37794.038
139920,female,65,68.2,23515.746
139921,female,37,62.7,28315.759
139922,female,30,68.0,38845.57
139926,female,71,62.4,23805.626
139930,female,25,58.5,102203.639
139931,female,39,59.1,129144.782
139933,female,70,61.5,56875.508
139934,female,46,67.2,58719.179
139935,female,69,62.2,14386.6
139936,female,72,62.6,32806.634
139937,female,39,67.7,128824.463
139939,male,34,63.6,26197.969
139941,female,43,67.8,28747.988
139942,female,30,63.5,15932.208
139944,female,54,64.7,87710.161
139946,male,68,65.3,13401.235
139949,female,76,64.4,19512.516
139950,female,76,62.2,13809.025
139951,male,69,71.1,35712.21
139954,male,62,67.1,46587.823
139959,male,70,64.9,24242.313
139964,female,80,60.3,30201.55
139965,male,69,68.1,38612.709
139967,male,21,71.4,21965.287
139968,female,31,66.6,23986.665
139972,female,67,65.9,23914.82
139974,female,70,64.0,28997.123
139977,male,69,64.5,27090.053
139978,male,61,70.4,18528.22
139980,male,31,64.4,31885.675
139981,male,45,66.3,37379.022
139982,female,43,64.7,81577.693
139983,female,60,59.3,33399.509
139984,male,62,74.1,13163.133
139987,male,29,71.9,68053.53
139995,male,69,67.8,17216.989
139996,female,66,61.4,37289.915
139997,male,27,68.5,58119.316
139998,female,66,59.5,65555.892
140000,female,24,165.3,45911.741
140001,male,41,70.0,149580.256
140004,male,58,70.7,33751.653
140006,male,31,71.6,98095.502
140011,male,55,67.8,58464.873
140013,female,30,65.7,34550.684
140014,male,39,70.3,29828.232
140015,female,33,65.2,14559.872
140016,male,22,69.4,115388.046
140019,female,33,59.3,29316.176
140020,female,53,63.4,23499.225
140021,male,72,62.7,17984.753
140022,female,62,65.8,35137.402
140023,female,52,66.1,53119.957
140025,male,21,71.6,44975.706
140026,female,68,60.5,17446.454
140028,female,69,61.3,57543.508
140032,male,33,68.7,66631.959
140034,male,51,72.2,33374.973
140037,male,50,66.0,121380.489
140039,female,72,62.6,32798.93
140040,male,67,69.4,12662.492
140041,male,72,68.1,19768.27
140042,female,51,66.1,35881.632
140043,male,33,69.5,100650.394
140044,female,71,57.7,12379.726
140045,female,27,64.8,40181.701
140049,female,69,64.8,11567.773
140053,male,69,70.8,21605.745
140055,male,30,73.2,52963.767
140057,female,27,70.4,15804.229
140058,male,56,69.1,33336.126
140059,female,31,65.7,37581.29
140064,female,67,68.6,27294.629
140067,female,55,59.8,136564.752
140068,female,63,66.0,31946.261
140069,female,37,60.7,29082.112
140070,male,64,65.6,55984.01
140071,female,33,59.3,45764.925
140072,female,42,61.9,48896.378
140073,male,63,67.4,31255.092
140074,male,79,65.6,17878.138
140075,male,38,69.8,121170.815
140078,female,48,65.2,38025.338
140081,female,30,67.5,31396.201
140086,male,73,66.7,19251.569
140088,female,76,63.0,11544.327
140090,female,37,60.4,14919.52
140091,female,59,62.7,34703.037
140092,male,57,66.7,41544.301
140094,female,29,63.2,49468.029
140095,male,59,65.5,22348.486
140096,female,80,59.8,17919.008
140097,male,49,73.7,35507.971
140101,male,24,65.2,20034.151
140104,female,47,63.1,14665.698
140105,female,78,59.3,56058.854
140109,male,57,69.4,113484.561
140110,female,55,63.1,17319.282
140111,female,25,70.2,62298.673
140112,female,22,65.6,51263.505
140115,male,42,72.3,68870.706
140117,female,26,63.5,39953.769
140118,male,59,65.9,76084.571
140119,female,34,65.4,37145.265
140121,female,24,62.5,20585.626
140122,female,37,66.1,49877.599
140127,female,65,66.5,15135.209
140129,female,42,66.7,37459.777
140130,female,64,67.3,18156.013
140132,male,29,71.0,59154.235
140133,female,40,58.7,50910.839
140134,male,63,70.2,14183.526
140135,female,80,61.1,23306.868
140137,female,50,56.8,28256.341
140139,female,64,66.7,18191.051
140143,male,59,64.5,92702.828
140144,female,68,65.8,11263.29
140145,female,60,63.5,22808.747
140148,female,53,63.3,20187.389
140149,male,65,68.9,23648.128
140152,male,62,60.7,18148.308
140153,female,38,66.5,106623.236
140155,female,21,63.2,74014.297
140156,female,68,65.6,16747.877
140158,male,63,71.1,29825.326
140161,male,73,69.0,51894.76
140163,female,80,63.4,32203.137
140165,male,71,69.1,20674.801
140166,male,22,70.3,35759.164
140169,male,32,73.6,140911.51
140172,female,79,63.0,18657.396
140173,female,35,162.2,27068.922
140174,female,61,64.3,16718.789
140176,male,31,71.2,37972.046
140178,female,68,60.7,13350.691
140180,female,34,65.0,56527.532
140181,male,53,71.5,28647.723
140182,female,24,68.7,19711.611
140184,male,36,69.8,44754.222
140185,female,47,63.5,48156.698
140187,female,40,62.5,29397.023
140189,female,80,62.9,31965.679
140192,female,77,62.6,20670.677
140193,female,64,65.9,21305.794
140194,female,55,59.2,15207.222
140197,male,67,72.6,20674.728
140199,male,55,65.6,34334.295
140200,male,66,76.8,26482.985
140201,female,48,61.9,17097.856
140208,female,65,63.4,31468.075
140212,male,68,70.9,33988.595
140214,male,72,72.8,14264.508
140215,female,29,64.4,24026.002
140216,male,80,66.3,21352.698
140217,female,68,164.3,12357.217
140218,female,52,59.5,27545.886
140219,female,53,66.2,20004.363
140221,female,63,63.7,31627.048
140223,male,37,68.3,60725.699
140224,female,64,66.8,56823.485
140226,female,46,64.6,29245.893
140228,female,63,58.9,31426.331
140230,male,69,69.9,9924.845
140232,female,57,61.9,58040.817
140237,female,31,69.0,23865.401
140239,female,24,67.2,71537.228
140243,female,27,66.0,58116.371
140244,female,22,63.9,62121.876
140245,male,68,69.1,31709.595
140246,female,70,58.7,14773.429
140248,male,25,72.8,45222.358
140249,female,35,63.3,39001.748
140252,female,53,60.3,44672.124
140254,male,67,66.1,24888.869
140262,female,23,60.6,40848.69
140265,female,41,63.4,131856.277
140266,female,51,150.9,51491.34
140269,female,67,60.7,50751.294
140272,male,66,70.2,44992.66
140276,male,63,70.6,24118.324
140280,male,33,68.5,54650.342
140281,female,69,60.1,26221.626
140282,male,73,66.5,35753.374
140283,female,28,63.0,47680.394
140285,female,43,64.6,85802.543
140286,male,58,69.8,34678.009
140288,female,34,61.1,45229.035
140291,male,36,67.4,53828.965
140293,female,63,63.8,24569.367
140298,male,35,69.1,114486.542
140299,female,25,67.6,36684.382
140302,female,69,62.0,23147.663
140303,female,69,62.3,21161.134
140304,female,33,60.9,49023.567
140311,female,25,64.2,35919.656
140313,female,31,65.0,43454.934
140314,male,64,67.6,25950.157
140315,male,33,69.6,208140.088
140316,female,44,62.6,85854.551
140317,female,38,65.7,19360.543
140319,male,65,72.1,36962.257
140320,male,67,70.3,15058.088
140321,male,76,64.9,18571.833
140322,female,29,58.5,107084.163
140327,female,63,66.3,17723.655
140328,male,75,70.5,23135.991
140330,male,80,64.8,29932.688
140332,male,64,72.0,24571.064
140333,male,42,71.6,55616.506
140336,female,41,63.3,30187.177
140341,female,64,63.3,16723.282
140345,female,71,63.2,18916.89
140346,female,34,64.9,25987.322
140347,female,34,63.0,17578.545
140350,male,50,72.2,33443.757
140352,female,20,155.9,74722.054
140353,male,67,180.8,31257.861
140354,male,49,68.0,83844.97
140355,male,79,71.7,28731.209
140357,male,76,72.0,16419.164
140358,female,31,68.1,27251.816
140360,male,22,68.8,34925.428
140362,male,54,68.0,53684.937
140364,male,24,67.0,61755.238
140369,female,76,64.0,21952.537
140371,female,31,67.6,56840.537
140379,female,39,59.2,57725.256
140380,male,68,67.7,13426.275
140382,female,57,160.3,26658.04
140384,female,62,65.6,9737.456
140385,female,77,66.6,18602.085
140386,male,38,68.5,63330.556
140387,female,57,60.9,136022.681
140390,female,59,61.7,14472.809
140392,female,49,60.0,16767.241
140398,female,44,68.5,34625.822
140399,male,79,66.5,30740.988
140400,female,37,65.9,126199.696
140403,female,76,64.2,38970.534
140404,female,70,59.6,34980.91
140405,male,53,67.2,35689.956
140406,female,64,61.6,16880.777
140409,male,30,76.8,23357.524
140412,female,55,63.8,12672.022
140417,female,56,62.2,69651.706
140418,female,78,56.8,31009.612
140421,male,80,70.6,40744.097
140422,female,24,60.0,30459.893
140423,female,51,64.3,86024.712
140424,male,61,67.4,35795.997
140425,female,66,59.6,16083.333
140426,male,41,67.0,50364.601
140428,female,28,63.4,35976.244
140430,female,48,61.9,51416.895
140433,female,68,62.4,12254.72
140435,female,42,65.0,30556.259
140436,male,26,68.3,33202.919
140437,male,80,68.1,21518.944
140443,female,47,63.0,62307.386
140444,male,47,67.0,55026.294
140445,female,47,65.2,50566.171
140446,female,47,65.4,62781.934
140449,female,35,67.2,21677.92
140451,female,73,63.1,40901.443
140455,male,31,66.1,96593.641
140456,male,80,69.3,41681.056
140458,male,22,62.2,79074.299
140459,female,60,64.6,23241.834
140460,female,71,62.9,42530.344
140466,female,61,62.2,49023.602
140467,male,57,60.7,16708.691
140470,male,45,67.1,37758.637
140471,female,57,62.8,18364.85
140472,male,76,67.2,14156.793
140473,female,53,67.7,73434.214
140474,male,64,65.7,7975.371
140475,male,69,67.4,27588.511
140476,male,76,69.7,18196.682
140477,male,61,67.2,65866.608
140478,female,43,60.4,35763.205
140479,female,58,62.2,15294.132
140480,male,45,75.5,70533.682
140482,female,55,66.3,28774.326
140483,male,80,67.1,22959.759
140485,male,78,70.2,31451.929
140486,male,62,68.2,16244.496
140490,male,65,71.1,10725.49
140492,female,46,58.7,50028.881
140493,female,63,63.0,41786.743
140494,male,30,69.1,65919.629
140495,female,45,64.4,40295.838
140498,female,56,59.1,14272.719
140499,female,57,61.1,42302.082
140502,male,54,64.3,26113.178
140505,female,53,63.4,29978.972
140507,male,22,69.8,31339.492
140508,male,27,69.5,13183.43
140509,female,68,59.7,30846.239
140511,male,80,68.8,44279.17
140512,female,36,64.3,108536.447
140514,male,43,70.5,59789.64
140517,male,66,66.7,22872.535
140518,male,60,72.3,42484.394
140521,female,23,62.6,18463.419
140523,female,49,56.7,20620.536
140524,male,33,65.9,73361.266
140525,female,23,69.7,132872.88
140527,female,68,63.1,10339.867
140529,female,41,67.2,55693.403
140530,female,25,60.9,21473.817
140531,female,58,62.2,91408.415
140532,female,29,61.3,32657.888
140533,male,27,66.8,86566.008
140538,female,59,52.5,68607.718
140539,male,41,67.7,45428.933
140540,male,38,70.7,41699.649
140541,male,57,68.0,30708.801
140543,female,65,69.8,14914.326
140547,female,39,63.6,47248.349
140548,male,60,73.6,26771.887
140550,male,63,65.3,36704.015
140552,male,59,71.1,13663.778
140554,female,75,59.3,27380.981
140555,female,61,63.9,29922.72
140556,male,69,67.2,37264.819
140558,female,59,64.9,32007.827
140559,female,24,63.5,40194.987
140561,female,59,61.8,46658.208
140562,female,65,65.1,73451.66
140563,female,34,65.9,11941.633
140564,female,60,68.1,15945.668
140566,female,29,64.7,86833.483
140568,male,70,63.6,36726.103
140570,female,60,64.4,11715.936
140571,female,22,160.9,149898.086
140578,female,68,63.9,18451.197
140579,male,27,67.6,77238.106
140580,female,70,65.9,17926.797
140581,female,75,60.5,67256.656
140582,female,61,62.6,10116.885
140583,male,31,67.4,21298.43
140584,female,62,64.4,12818.683
140586,male,27,68.2,28391.713
140589,female,46,63.3,36044.075
140592,female,70,57.3,34908.318
140595,female,29,64.3,23803.866
140596,male,62,63.1,19920.266
140604,male,67,67.4,46509.505
140607,male,71,67.7,31382.794
140608,male,35,69.1,91381.168
140609,female,21,64.3,84536.598
140611,male,67,70.0,40479.207
140613,male,34,73.6,60277.911
140614,male,35,67.0,118645.982
140615,male,40,69.8,39850.478
140616,female,42,64.1,28768.419
140618,male,24,72.6,54063.319
140620,female,63,65.2,33695.8
140621,female,65,61.4,33554.766
140626,male,65,68.9,9855.095
140627,female,70,160.2,12825.663
140628,female,71,62.8,15260.437
140629,female,69,64.2,35163.157
140630,female,57,60.7,14882.324
140631,female,34,67.0,34520.34
140633,female,39,65.0,61401.021
140635,female,44,65.4,29434.002
140636,female,53,66.7,93627.886
140637,male,71,68.5,16289.033
140639,female,61,169.6,12797.463
140640,male,40,170.8,44320.916
140641,female,43,64.4,81331.666
140644,female,21,61.7,83585.903
140645,female,68,65.2,16417.174
140646,female,73,64.7,19004.303
140648,male,22,63.0,28780.447
140649,male,59,69.8,77515.188
140650,female,47,62.7,43000.811
140651,female,80,62.6,28152.653
140658,female,79,61.4,23543.768
140659,male,72,63.4,14101.765
140661,female,71,62.2,25092.016
140665,male,59,70.1,58582.068
140666,male,80,65.4,24671.209
140667,female,67,62.7,15489.064
140670,male,72,64.6,22906.77
140672,female,29,61.5,107871.095
140673,male,67,73.9,64617.205
140674,female,53,61.8,64178.424
140677,male,61,64.9,8001.098
140680,female,80,66.0,20958.3
140682,female,52,62.5,22195.188
140683,male,44,63.3,45746.871
140684,female,75,61.6,11019.88
140686,female,67,67.7,34185.127
140689,male,63,67.2,11275.953
140690,male,36,72.1,67361.082
140692,male,53,69.1,34497.68
140694,female,70,68.1,71303.91
140696,female,67,59.0,13087.822
140697,female,49,62.9,42823.88
140698,female,21,66.7,64541.709
140699,male,66,68.4,14303.38
140702,female,80,64.1,16739.047
140703,male,40,67.0,15039.823
140706,female,30,58.3,19090.409
140708,male,34,68.6,30928.279
140710,female,46,66.1,55295.426
140711,male,58,63.6,33127.834
140714,male,63,67.4,76093.237
140718,female,61,62.1,17909.437
140720,female,61,61.3,19306.156
140723,male,65,72.1,36857.579
140724,male,46,69.2,65500.276
140726,female,24,60.8,64486.962
140727,female,45,65.4,153621.361
140728,male,38,65.0,161389.357
140729,female,65,65.0,20799.839
140730,male,65,70.9,26292.647
140731,female,42,65.7,25181.764
140735,male,38,66.1,164940.72
140740,male,49,69.4,26823.134
140742,female,65,65.1,58999.473
140745,male,57,69.8,42267.589
140746,male,50,67.6,25385.962
140748,female,76,63.9,35902.363
140749,female,71,60.3,15986.733
140752,female,77,62.5,20217.234
140753,female,36,57.5,49121.433
140754,female,65,63.4,8722.74
140756,male,48,67.9,98680.761
140757,female,58,59.9,129554.792
140758,male,35,174.1,73808.971
140760,female,75,62.3,34702.532
140762,female,56,67.4,27628.888
140766,male,62,67.7,24132.109
140771,female,34,62.0,15924.766
140773,male,60,67.8,56002.901
140775,male,41,187.6,11576.694
140776,male,64,71.6,65444.812
140777,female,53,61.8,33041.193
140781,female,39,60.9,43567.358
140783,female,41,66.4,61759.776
140786,male,34,65.5,37626.999
140787,female,33,62.5,72324.74
140788,male,64,69.8,44555.624
140790,male,72,68.9,20081.076
140792,male,56,71.7,88408.55
140794,female,23,63.2,75280.399
140795,male,70,73.8,47314.789
140796,female,33,63.6,16356.681
140797,female,20,65.6,26889.721
140801,male,58,64.9,104569.683
140803,female,57,64.0,97541.012
140804,male,30,71.5,135476.596
140805,male,59,64.5,84759.033
140807,female,53,68.0,22999.78
140808,female,27,65.4,57777.418
140812,female,63,60.9,27893.33
140813,male,75,63.9,24361.804
140817,male,44,63.6,25238.97
140818,female,79,61.7,35478.23
140821,male,80,65.7,8252.09
140823,female,26,65.0,62973.843
140824,female,24,65.7,20819.832
140827,female,57,65.6,75105.572
140829,female,33,62.8,118176.644
140830,male,33,66.9,51168.519
140831,male,41,75.5,133024.993
140832,female,60,61.9,22736.97
140833,female,62,60.9,19586.743
140834,female,73,63.6,11976.704
140836,female,52,61.0,34933.913
140838,male,80,65.8,45372.658
140841,male,54,69.3,75831.018
140844,male,72,65.4,41496.154
140845,female,39,63.6,33739.996
140850,female,31,64.5,19258.884
140851,male,26,72.1,68662.473
140852,female,80,60.6,49504.048
140854,female,64,65.2,12432.473
140855,female,27,70.9,46785.078
140856,female,66,63.0,13504.21
140858,female,70,63.7,20794.036
140862,female,33,63.0,32037.042
140864,female,72,60.9,23388.414
140865,female,32,58.9,41605.808
140867,female,39,67.9,12348.063
140870,female,44,67.4,23369.131
140871,female,47,63.7,34412.683
140873,male,66,69.1,19439.716
140875,female,25,61.4,63550.447
140876,male,40,69.6,44551.642
140878,female,64,62.0,53702.653
140879,female,72,57.0,8852.726
140883,female,80,56.0,13786.187
140887,female,74,61.3,8317.351
140888,female,46,62.1,37056.466
140892,female,41,64.3,35093.848
140893,female,32,66.5,48039.692
140894,male,46,66.9,112777.07
140895,female,62,161.0,24426.532
140897,female,60,63.8,22568.231
140898,female,42,64.7,62887.509
140902,male,31,73.0,43151.921
140904,female,59,60.8,48146.103
140905,female,68,64.1,24834.329
140906,male,50,65.7,43853.111
140907,male,80,70.1,51951.545
140909,female,65,64.1,23691.722
140910,female,67,64.2,17488.012
140912,male,31,69.7,54018.438
140913,male,45,71.9,98423.636
140914,female,78,63.0,9787.854
140915,male,67,67.2,33361.753
140918,male,53,66.3,24026.804
140919,female,67,63.1,31555.357
140920,female,41,70.3,52939.612
140924,male,60,75.1,30323.664
140925,female,54,66.2,30457.54
140928,male,80,66.6,23201.866
140930,male,26,73.2,44144.973
140931,female,66,62.3,14935.366
140933,female,67,61.8,18954.827
140934,male,64,70.4,33792.827
140935,female,52,167.6,94316.406
140937,male,63,71.8,26408.6
140942,female,55,64.9,53119.957
140945,male,76,66.6,20173.22
140946,male,56,73.0,34622.564
140947,female,50,62.4,68280.471
140950,female,25,70.2,31155.835
140951,female,73,58.5,32330.859
140953,female,40,64.6,47830.509
140956,male,28,69.1,75035.331
140960,male,32,68.5,39664.499
140961,female,68,61.3,11142.133
140964,male,79,68.6,41085.45
140965,female,52,59.6,13880.361
140968,female,34,60.6,25252.287
140970,male,66,66.0,33518.275
140971,female,43,62.7,19605.641
140975,male,62,67.5,30758.746
140978,female,59,64.4,41226.833
140980,male,63,75.1,32678.321
140985,female,75,64.1,27865.324
140986,male,42,70.1,108375.704
140987,male,70,68.6,29801.421
140989,female,43,56.7,29932.453
140990,female,61,167.0,32514.8
140991,female,42,60.4,30570.06
140992,female,80,65.0,21569.729
140995,female,41,59.6,10810.634
140996,male,73,71.7,50152.69
140997,female,52,67.0,39111.801
141001,female,32,65.0,64193.663
141003,female,30,67.0,28518.409
141006,male,80,65.8,51951.545
141008,male,58,65.8,46249.601
141010,male,72,62.9,24446.786
141011,female,61,62.8,16963.016
141012,male,36,71.7,49337.129
141014,male,61,72.6,38221.682
141015,male,72,69.4,10791.98
141021,male,54,66.1,41814.442
141024,male,49,72.5,17785.945
141027,male,59,66.7,30122.075
141028,female,59,57.9,15639.616
141031,male,49,70.7,71892.17
141032,male,45,70.2,100601.592
141033,male,70,67.4,17279.119
141037,female,27,66.7,26473.821
141040,male,28,72.1,48208.937
141041,female,55,57.0,10602.532
141046,female,36,67.5,28368.577
141047,female,80,61.7,44483.576
141048,female,60,64.9,20330.007
141049,male,61,62.9,19177.708
141050,male,62,68.9,31890.696
141051,male,68,68.5,25454.551
141058,male,42,70.7,122774.027
141059,male,46,58.8,31618.366
141060,female,65,59.0,27169.277
141061,female,44,66.0,40562.989
141062,female,63,60.3,21305.794
