participant_id,sex,age,height_in,survey_weight
133283,female,73,60.7,35858.172
133284,female,36,66.5,24576.603
133287,male,71,70.9,15024.143
133289,female,28,65.9,23116.754
133290,female,69,66.7,19881.884
133291,male,68,72.4,12584.568
133292,male,71,68.5,18194.197
133293,male,68,67.3,18965.879
133296,male,80,68.9,39470.382
133298,female,42,62.5,64014.766
133299,female,57,63.7,30067.92
133300,male,54,71.7,60716.383
133302,female,66,64.6,36346.508
133303,female,71,61.0,18615.211
133305,female,39,65.4,21104.788
133307,female,58,64.2,26178.11
133310,female,63,59.6,29105.597
133311,male,40,66.3,17440.118
133314,male,34,69.8,17311.16
133315,male,76,76.3,29585.336
133316,female,61,60.7,20052.543
133317,male,41,72.2,108758.857
133318,male,63,65.0,18426.735
133320,male,47,74.0,42562.382
133324,female,63,61.6,34083.911
133325,male,40,73.0,59036.788
133326,female,78,60.0,62741.996
133329,male,55,71.1,34000.538
133334,male,75,66.1,13632.181
133336,female,63,61.7,32343.229
133337,female,49,59.6,125233.134
133338,male,42,60.1,76546.556
133340,female,80,64.0,31826.796
133342,female,46,65.6,47425.763
133343,male,59,66.6,19590.258
133344,female,73,60.6,24553.609
133346,female,51,60.4,85470.399
133348,male,47,72.7,27150.51
133350,male,67,67.6,17766.658
133352,male,22,69.2,61880.817
133356,female,77,60.1,22091.579
133358,female,80,63.6,27089.945
133360,female,55,63.5,18393.925
133361,female,41,58.6,89531.979
133362,male,77,63.1,8641.543
133369,female,63,64.0,15515.499
133370,female,26,64.8,45840.579
133373,female,24,67.2,71909.382
133379,female,71,62.0,50363.001
133380,female,69,60.1,11006.216
133382,female,66,64.8,77064.393
133386,female,58,62.8,15053.154
133388,male,32,72.3,36013.063
133389,male,70,68.7,18897.909
133390,female,49,65.5,29211.698
133393,male,45,70.9,33943.421
133394,female,62,63.5,14065.308
133395,female,57,64.6,12345.405
133396,female,48,68.5,98818.491
133399,female,58,64.3,17995.607
133401,male,59,69.3,45178.271
133402,female,51,60.4,39905.822
133406,female,39,64.9,117358.61
133414,female,45,68.9,32318.405
133418,female,36,61.1,63075.874
133421,female,29,61.5,77823.047
133422,male,37,70.7,33671.53
133425,male,31,65.6,24174.832
133426,female,43,64.3,32155.762
133427,female,43,63.4,62924.941
133430,female,74,64.3,68154.145
133434,female,30,65.4,13343.833
133438,male,32,72.2,63053.43
133439,female,43,62.1,51639.972
133440,male,43,69.6,19370.905
133441,female,49,65.4,36119.706
133448,male,56,69.1,81790.098
133451,male,48,69.3,47985.677
133453,male,43,70.8,64660.206
133454,male,37,70.8,119454.697
133457,female,39,60.4,14024.274
133459,male,77,64.8,14292.239
133461,female,67,59.0,14737.292
133465,female,68,60.0,23697.047
133470,female,35,61.9,35589.286
133472,female,80,65.6,23782.226
133474,female,65,62.8,10612.439
133476,female,55,61.9,48473.775
133478,female,80,59.8,26424.33
133479,male,50,69.9,61422.825
133480,male,50,76.6,86944.118
133481,male,29,67.7,83250.124
133482,male,76,65.3,15255.344
133484,male,74,69.1,35365.873
133487,male,77,69.4,19251.569
133489,female,54,61.8,77440.882
133490,male,64,74.3,32606.53
133491,female,68,162.2,32369.552
133492,male,45,73.5,27755.705
133494,female,43,65.9,67603.255
133496,male,25,69.0,45518.677
133504,male,45,70.3,34692.762
133506,male,79,60.3,12977.093
133508,male,50,64.8,36093.818
133510,male,22,67.6,62727.698
133511,female,62,65.6,75027.596
133513,female,71,61.2,34234.724
133515,male,52,72.8,33034.378
133517,female,73,157.2,17878.089
133520,female,30,64.7,32190.997
133522,male,80,64.0,39757.1
133524,female,39,63.9,55062.866
133525,female,59,61.5,28705.921
133526,female,58,60.7,26652.492
133529,male,62,66.4,28722.936
133530,male,62,66.4,23812.184
133531,female,68,60.9,25052.354
133532,male,63,69.8,22006.123
133533,male,56,70.7,32693.412
133535,female,29,68.3,54543.023
133536,male,68,67.1,38388.368
133537,female,50,64.2,29654.761
133539,female,80,65.0,27288.962
133541,female,46,64.5,58494.784
133543,female,69,60.6,15656.294
133545,female,80,61.0,51844.867
133547,female,37,63.7,35631.38
133548,female,75,60.0,37999.883
133549,male,21,73.7,50886.169
133550,female,34,68.7,22903.911
133551,female,49,64.9,103151.384
133554,female,37,67.1,79674.094
133555,female,58,65.8,16434.826
133556,male,79,67.8,27608.493
133558,male,66,73.4,27678.606
133559,male,38,71.6,112003.105
133560,female,60,64.4,21800.314
133563,male,80,66.7,20601.673
133566,female,67,63.5,19278.277
133567,male,80,68.6,19632.088
133569,female,69,60.8,27546.034
133570,male,29,69.3,99251.723
133571,male,71,67.1,14584.939
133575,male,80,66.7,36814.296
133576,male,40,72.8,77254.871
133579,male,56,67.8,136222.232
133582,male,75,73.0,14173.063
133583,female,64,61.7,22263.646
133584,male,75,67.2,11685.443
133588,male,38,72.7,57123.553
133590,female,62,65.3,15739.401
133593,male,30,69.7,136113.527
133594,male,38,71.1,84941.832
133596,male,57,72.2,38680.372
133597,male,56,71.1,64430.894
133598,female,62,65.6,21864.1
133600,female,74,62.3,8953.834
133602,male,69,71.9,12745.148
133603,male,64,66.9,42916.018
133613,female,39,67.5,17687.813
133615,male,54,64.4,27633.751
133617,female,60,64.1,28960.094
133621,female,72,62.0,8694.915
133622,male,54,69.1,68790.813
133624,female,49,64.8,28434.213
133627,male,57,71.1,52614.429
133628,male,53,67.6,31860.422
133630,male,40,71.7,78558.22
133631,male,62,67.8,21872.086
133633,female,73,61.1,28557.944
133634,male,50,67.2,30594.066
133635,male,44,69.0,24358.398
133637,female,54,65.9,34205.616
133638,female,31,61.6,49954.816
133640,female,30,62.2,32314.661
133641,female,45,64.1,21415.609
133642,male,67,67.7,31075.156
133645,male,58,73.7,18627.935
133646,female,21,67.6,21489.166
133648,female,28,66.9,26422.905
133650,female,66,61.4,7265.937
133657,male,35,63.1,33600.847
133664,male,67,67.0,9037.731
133666,male,33,71.4,84930.439
133670,male,21,73.8,80199.916
133676,female,60,60.7,13255.891
133678,female,80,60.7,55434.474
133680,female,28,62.9,174571.304
133681,male,35,68.9,116267.467
133683,female,56,58.0,18618.745
133684,male,47,66.8,35565.948
133686,male,63,72.4,43196.268
133688,female,55,65.1,22892.594
133689,male,55,71.7,73002.681
133690,male,72,66.6,25100.44
133692,male,64,67.0,24748.025
133693,female,59,158.1,16678.374
133694,male,56,69.7,42191.801
133698,female,66,69.2,21070.447
133700,female,68,60.0,13680.425
133702,female,62,63.2,13134.962
133703,male,27,68.8,48728.046
133704,male,68,69.7,64016.829
133706,female,39,62.5,57646.07
133707,female,43,66.7,26345.89
133713,male,80,66.3,33681.362
133715,male,70,71.3,33627.773
133717,female,23,66.7,93631.574
133718,male,40,68.5,72598.394
133723,female,58,63.8,100207.595
133725,female,60,64.4,13673.886
133726,female,68,64.4,11329.343
133730,female,27,65.7,41589.397
133731,male,31,69.8,11247.223
133732,female,27,62.4,41302.004
133733,female,56,60.2,44019.153
133741,female,36,63.8,13595.901
133743,male,60,71.2,14759.936
133748,male,65,71.0,18538.054
133751,female,36,64.3,49857.612
133753,male,73,67.8,27811.751
133760,female,22,64.1,59930.896
133762,male,39,65.9,35276.227
133764,male,48,69.1,26385.931
133766,female,66,64.1,23564.353
133769,female,31,58.9,33654.963
133772,female,24,61.6,57958.504
133773,female,44,64.4,70578.565
133774,male,68,69.4,30794.677
133777,male,57,67.4,29955.423
133778,male,31,65.8,33729.358
133779,female,69,61.4,43638.115
133780,female,70,64.3,32281.546
133781,male,70,64.1,16740.305
133782,male,39,66.7,173561.264
133783,male,31,72.3,56773.464
133784,female,74,66.2,31397.457
133785,female,66,58.3,37840.102
133786,female,71,65.2,10933.683
133787,male,25,66.5,110766.657
133791,female,40,66.4,76842.315
133792,female,34,61.7,35673.767
133793,female,39,63.5,37237.853
133794,male,44,69.9,21059.482
133796,male,54,64.9,22032.899
133798,male,77,69.6,28595.379
133799,female,73,62.5,25456.613
133800,male,57,70.8,16598.634
133801,female,74,61.5,20438.412
133802,male,69,66.2,10096.302
133806,male,49,73.8,43574.552
133808,male,40,71.3,53499.424
133810,female,76,62.7,22667.755
133811,male,23,71.5,48139.714
133813,male,73,173.3,38759.982
133821,male,60,69.4,20078.475
133822,female,80,61.4,18365.577
133825,female,46,61.7,12802.174
133826,female,37,62.8,28700.285
133827,male,67,63.6,24298.524
133831,female,62,59.6,36207.202
133835,female,21,64.1,51964.194
133836,male,74,67.6,56212.22
133838,female,80,56.5,113467.35
133839,male,29,69.6,59747.756
133840,female,34,65.7,48231.002
133841,female,66,62.4,45228.067
133843,female,74,60.8,58554.128
133846,male,54,67.5,46552.541
133852,female,69,60.1,25810.908
133856,male,20,69.7,109262.21
133857,female,56,63.1,39490.637
133858,female,49,63.1,15125.608
133859,female,74,61.4,66030.637
133861,male,62,67.8,18259.355
133862,female,35,63.1,5937.19
133865,male,50,67.8,22856.766
133868,female,61,60.2,23871.749
133870,female,36,66.2,18335.893
133874,female,37,64.6,38747.729
133875,male,71,64.8,35114.442
133877,male,34,71.8,14321.173
133878,male,78,68.0,36406.129
133881,female,33,57.2,51112.375
133882,female,65,61.9,57059.376
133883,male,72,69.5,73487.148
133893,male,46,66.9,34708.569
133894,male,43,75.3,37681.802
133895,female,34,69.7,45515.179
133907,male,80,68.1,8406.447
133909,female,22,66.0,185349.695
133912,female,68,63.8,19985.467
133915,female,45,62.8,63937.248
133916,male,80,73.3,30961.064
133919,male,44,73.0,64610.603
133923,female,23,62.7,106615.351
133930,male,72,63.8,17240.686
133932,male,59,72.0,28958.509
133933,male,58,63.3,10148.582
133934,female,65,61.8,36727.422
133937,female,23,67.6,28265.753
133938,female,23,65.2,64541.709
133940,female,39,61.9,13387.024
133943,female,41,63.9,24582.979
133945,male,70,66.8,14240.973
133946,male,80,71.0,20195.48
133951,male,48,69.8,40560.509
133954,female,80,61.7,15666.552
133955,male,52,73.3,34873.231
133956,female,43,62.6,42050.075
133957,male,69,179.7,12853.378
133958,male,59,67.8,53331.938
133959,male,63,66.8,24267.691
133960,male,73,67.6,33037.261
133965,female,65,61.3,30011.663
133966,male,80,68.1,18293.072
133969,female,74,59.8,21238.747
133971,male,22,69.6,56110.395
133972,male,50,69.8,15952.415
133976,female,34,59.6,27532.026
133978,male,30,176.1,51507.599
133984,female,53,61.4,45823.458
133986,male,53,72.0,28761.517
133988,female,73,63.8,29579.249
133992,female,47,64.0,27808.418
133994,male,51,66.4,62205.708
133995,male,43,66.6,38551.456
133999,male,70,64.0,40437.953
134002,female,29,61.4,71146.725
134003,female,54,63.7,14440.375
134006,female,70,61.7,32246.332
134007,female,61,58.8,14947.69
134010,female,71,61.9,21177.714
134012,female,51,68.3,61971.995
134013,male,63,60.1,11063.597
134019,male,51,60.8,50631.489
134021,female,58,70.2,40313.521
134022,female,24,62.4,114628.505
134023,male,74,69.0,23772.979
134024,female,66,63.2,19824.026
134025,female,65,63.1,11701.654
134027,male,38,70.9,133814.458
134028,male,68,67.1,16399.976
134029,female,37,61.9,24621.367
134037,male,55,69.7,60507.751
134039,female,63,64.4,33865.242
134040,male,49,69.3,32759.602
134042,male,80,70.1,38270.773
134044,male,62,65.3,18031.339
134045,female,80,64.1,88672.583
134047,male,30,73.3,25659.928
134049,female,65,60.9,6888.408
134050,male,49,72.4,136478.988
134051,female,41,60.1,79007.493
134054,female,60,61.3,38158.832
134055,female,55,66.0,23493.533
134056,male,67,68.8,29115.333
134057,male,62,66.8,7834.246
134062,male,76,71.0,17878.138
134064,male,78,71.1,14510.351
134066,female,53,68.4,32943.992
134068,male,71,63.2,20227.738
134073,male,63,66.8,26540.527
134075,male,35,65.6,135487.669
134077,female,40,65.2,69617.174
134079,male,75,68.8,20173.22
134080,female,43,63.5,43669.692
134081,female,73,61.9,31156.654
134082,male,48,67.2,32206.114
134083,female,71,61.5,23371.947
134084,female,77,62.3,25268.919
134088,male,55,69.6,93752.164
134090,female,70,63.9,31437.509
134091,male,37,67.9,65682.337
134092,female,78,63.4,19705.256
134093,female,57,61.1,136559.836
134095,female,59,67.5,35265.129
134096,male,59,69.3,12829.809
134098,male,57,71.3,42153.445
134099,male,28,70.8,33139.131
134100,male,73,66.9,36167.456
134106,female,67,61.5,14121.231
134109,male,37,65.3,50651.78
134110,male,80,63.8,25530.965
134112,female,80,63.0,17058.502
134113,male,80,67.9,16745.657
134114,female,70,60.9,17872.614
134115,female,29,66.7,59658.329
134119,male,45,71.3,63542.677
134129,female,80,63.7,50458.952
134134,male,69,69.3,31969.606
134135,male,54,68.3,34625.562
134137,male,30,67.5,52151.258
134141,female,70,61.9,22477.829
134142,male,20,68.7,20918.934
134144,male,70,67.8,21509.053
134145,male,51,71.7,33932.709
134146,female,71,63.8,10740.475
134147,male,68,65.1,40738.173
134148,female,80,65.6,34593.269
134151,female,70,61.5,13404.435
134154,female,57,59.4,39881.209
134156,male,62,73.4,16803.04
134161,male,80,68.4,40268.167
134163,male,36,66.7,41431.537
134164,male,33,74.4,36214.355
134166,female,49,64.8,10144.992
134168,male,36,68.1,35383.525
134171,female,59,59.5,18837.733
134172,female,50,60.6,38490.931
134173,male,36,70.3,72239.025
134176,male,25,74.7,95238.572
134178,male,63,64.8,12202.811
134181,male,80,68.3,18588.635
134182,female,31,66.9,44927.74
134183,male,52,66.1,125717.475
134184,female,28,63.1,54799.797
134185,male,57,69.5,65798.727
134187,female,67,59.1,27268.659
134188,female,71,62.6,32246.332
134189,male,53,70.1,72295.726
134190,male,36,183.8,58335.484
134193,male,72,72.1,32067.469
134197,male,25,67.2,87674.606
134198,female,46,68.9,58551.033
134201,female,32,60.5,30314.465
134203,male,41,70.8,73464.881
134204,male,80,67.4,33631.628
134206,female,42,64.4,92663.917
134208,male,41,73.4,38339.936
134209,male,58,70.6,26460.013
134210,female,55,62.8,40846.363
134211,male,62,70.4,41501.049
134212,female,68,67.1,26312.183
134215,female,27,69.1,47210.324
134217,female,38,64.4,26229.983
134221,male,71,68.0,24838.171
134222,male,44,70.8,25133.623
134227,female,71,61.2,18999.815
134230,male,61,65.3,25156.946
134231,male,26,70.9,180428.855
134232,male,72,66.5,12998.976
134234,female,20,66.2,82261.985
134235,female,44,61.1,34101.471
134237,female,68,61.7,17914.135
134238,male,57,66.7,60774.157
134240,female,74,59.3,24831.597
134241,male,73,67.3,19066.892
134244,male,38,69.2,55863.599
134247,male,44,73.7,25554.005
134249,female,44,67.3,27358.115
134250,female,30,62.9,55590.682
134253,female,48,61.4,22297.792
134254,female,61,60.2,10147.866
134255,male,64,73.0,23317.4
134257,female,54,60.6,76277.896
134259,female,30,66.3,68853.213
134262,female,80,157.8,43960.031
134264,female,43,64.9,24460.458
134265,female,63,65.0,32498.218
134266,male,80,66.9,13178.124
134268,female,27,68.7,89920.757
134271,female,52,64.4,9636.837
134272,female,22,60.2,12361.928
134273,female,72,64.8,20097.927
134276,male,53,66.5,48236.314
134280,female,25,66.2,47698.256
134281,male,61,67.5,22153.895
134282,female,60,61.2,48343.483
134283,female,62,59.4,21472.705
134288,female,64,63.1,45625.405
134292,female,61,60.5,36393.579
134296,male,69,60.7,29382.867
134297,female,31,63.1,39811.004
134298,female,31,62.7,30306.005
134301,male,37,71.5,85159.543
134302,male,70,66.1,28383.625
134303,female,61,61.9,44845.207
134304,male,42,66.3,72878.671
134309,male,55,67.0,21475.716
134310,male,63,70.0,23022.651
134311,female,74,62.6,12502.136
134312,female,61,61.8,37060.606
134314,male,38,68.5,35300.12
134315,male,80,69.1,23189.094
134316,male,60,68.9,20865.592
134320,female,76,57.2,12802.571
134323,female,70,63.4,31756.503
134324,male,57,66.0,11247.929
134327,male,80,68.0,21649.431
134329,male,62,62.9,29374.553
134330,male,20,69.1,129325.882
134331,male,55,71.1,90366.225
134332,female,29,63.4,86900.257
134334,male,59,69.8,115236.922
134336,female,22,62.6,38130.907
134337,female,69,63.1,9886.321
134339,male,67,68.3,19906.956
134341,female,59,64.1,16559.611
134342,female,64,63.5,8234.286
134343,male,67,72.2,23929.914
134345,male,59,69.1,33034.378
134350,female,64,67.6,27816.19
134353,male,46,69.5,98208.088
134354,male,50,69.1,27262.238
134356,female,62,67.4,20011.247
134359,female,57,65.4,110308.453
134362,female,37,64.1,16881.529
134366,female,49,60.9,18608.499
134369,male,80,67.7,33380.915
134373,female,29,63.7,108166.118
134375,female,63,66.7,13182.248
134378,male,66,70.7,27945.055
134379,female,38,61.9,8643.84
134380,male,53,62.6,24048.107
134381,male,75,69.5,22948.295
134382,female,61,60.9,26764.312
134383,female,71,61.6,36597.261
134385,female,28,65.9,66735.634
134388,female,65,64.1,15663.739
134389,female,69,67.2,13771.899
134392,female,41,61.9,30240.321
134393,female,42,62.6,16950.85
134394,female,50,64.9,100932.449
134398,female,76,63.1,28439.849
134400,female,74,68.1,16593.352
134401,male,35,70.4,45750.21
134403,female,68,65.4,43586.071
134404,female,52,60.7,55214.684
134405,male,76,69.1,26104.107
134407,female,52,61.7,10344.504
134408,male,77,68.0,25161.993
134409,male,56,70.5,60689.349
134410,female,51,65.5,20253.591
134411,male,74,68.2,28433.656
134413,male,33,74.7,36224.503
134414,female,74,64.6,13095.869
134417,female,78,61.0,15409.969
134421,male,69,66.5,15742.563
134425,female,65,61.8,35409.548
134427,female,50,65.0,28945.617
134429,female,80,62.3,14681.047
134430,male,33,69.8,22091.383
134431,male,58,68.7,21916.551
134432,male,44,73.6,132382.652
134435,female,58,65.9,27225.962
134441,female,75,60.5,16199.905
134443,male,65,66.9,45815.765
134446,male,53,69.2,53168.33
134450,female,58,65.4,75201.964
134452,male,57,72.1,19584.771
134453,female,68,64.6,35769.422
134454,female,60,64.1,20711.103
134456,male,33,69.8,100055.486
134457,female,43,67.7,72695.044
134462,male,35,67.7,60611.482
134464,female,20,60.6,110731.08
134466,female,30,61.9,85944.884
134467,female,65,65.7,29414.396
134468,male,32,72.9,69514.068
134470,male,57,66.0,29821.374
134471,female,39,63.5,24635.78
134472,male,35,67.9,81082.009
134475,female,64,64.6,19510.522
134477,female,46,63.5,39040.65
134478,male,58,64.9,83807.425
134479,male,55,66.6,41496.913
134482,male,37,65.7,31089.321
134487,male,23,66.4,39833.752
134488,male,68,63.0,10734.25
134489,female,68,61.6,12729.326
134490,male,44,68.1,96347.411
134491,female,38,63.5,47495.165
134493,male,21,69.9,99242.125
134495,male,38,65.6,36070.159
134496,male,60,66.7,16153.341
134497,male,71,67.4,57362.863
134501,male,66,66.6,28063.805
134502,male,80,71.9,24563.694
134503,male,40,63.0,37762.31
134505,female,45,65.2,122423.005
134506,female,21,58.9,26647.232
134507,female,46,67.0,44518.82
134510,female,37,65.4,18828.854
134511,female,34,66.4,22299.937
134514,female,37,66.5,15481.601
134515,male,55,67.8,25191.932
134516,male,57,70.5,19338.426
134517,male,79,71.5,12165.425
134519,female,58,63.9,38268.669
134523,male,67,69.1,12157.658
134527,female,49,63.1,9636.837
134528,male,71,73.1,27942.331
134529,male,70,68.3,27942.331
134531,female,42,60.0,28753.243
134532,female,31,64.5,13489.705
134533,female,47,65.6,153608.97
134536,female,43,62.3,105171.097
134537,male,36,66.9,123100.228
134538,female,61,62.0,27919.962
134541,male,31,66.9,188536.282
134544,male,62,70.2,39946.199
134545,male,23,74.1,79691.977
134550,female,78,60.8,22431.482
134551,female,37,61.7,39817.091
134554,female,74,64.4,25755.674
134558,female,54,61.5,83105.575
134559,male,71,64.8,32518.285
134562,male,65,71.1,27869.931
134563,male,60,66.3,5424.587
134564,female,24,64.9,59481.101
134565,female,32,62.3,36615.104
134566,male,52,67.5,91788.309
134570,male,36,70.1,164819.65
134571,female,29,64.0,39893.058
134572,female,26,62.4,15575.844
134574,female,39,62.0,33345.556
134579,female,25,66.5,111965.094
134580,female,28,63.2,41672.114
134581,male,40,69.6,99121.812
134582,female,35,60.7,17191.48
134583,female,77,60.9,12083.626
134584,male,56,68.2,79410.532
134585,female,29,63.5,54130.433
134587,male,60,69.1,12464.374
134590,female,28,69.6,52851.353
134591,female,20,64.8,32636.043
134592,male,49,69.8,14844.816
134594,female,32,65.2,38895.271
134596,male,28,70.3,19402.118
134598,female,40,60.9,67653.997
134602,female,75,61.6,11114.353
134603,female,75,68.1,67541.085
134604,male,49,68.6,77149.925
134606,male,23,70.9,44936.57
134607,male,59,72.4,72252.985
134612,female,59,67.9,52204.077
134613,female,53,68.3,51753.068
134615,female,74,62.8,36547.84
134617,female,80,59.5,33097.494
134620,male,43,61.7,46179.999
134623,female,60,62.4,49241.092
134624,male,25,70.0,162417.934
134627,male,58,69.5,36109.748
134628,male,80,68.0,18703.891
134630,male,65,66.6,43051.815
134631,male,50,72.5,57715.713
134633,male,39,68.0,29846.976
134634,female,26,153.5,40977.558
134635,female,36,69.5,19551.784
134637,male,55,68.0,120878.881
134645,female,66,63.7,37879.831
134646,female,45,66.9,31585.821
134651,male,25,75.4,46801.539
134652,male,64,68.4,26865.908
134656,male,28,68.0,51829.861
134657,male,67,70.1,20972.998
134658,male,79,186.6,33051.262
134660,male,51,69.7,124210.685
134665,female,41,67.7,71081.526
134668,male,36,67.2,33855.042
134671,female,36,66.5,43381.627
134672,male,51,69.2,78863.195
134676,female,26,63.6,29957.282
134677,female,64,66.1,41457.969
134683,female,45,163.4,39779.997
134685,male,36,69.4,48641.215
134687,female,62,57.5,42996.804
134690,female,52,61.4,31216.444
134691,male,75,68.8,29585.336
134692,female,80,63.6,33891.477
134695,female,40,59.4,122226.713
134696,male,29,67.5,44447.459
134703,male,80,71.6,20930.893
134704,female,51,61.6,101596.842
134708,male,46,73.3,50687.416
134711,male,24,78.0,108991.1
134712,female,68,65.4,9118.265
134715,female,22,68.7,138591.239
134716,female,22,63.0,60610.806
134717,male,38,70.4,103293.81
134720,male,54,72.3,35177.067
134721,female,47,63.9,32166.327
134723,female,70,62.7,43654.878
134725,male,76,67.3,21599.592
134727,female,52,61.5,13289.067
134728,female,28,63.2,40997.315
134729,female,68,62.6,23160.923
134730,female,26,63.2,95286.182
134731,male,27,65.7,131847.684
134732,male,32,73.3,27431.123
134734,male,30,162.4,65040.038
134736,female,48,62.8,27993.135
134737,male,23,68.9,42276.29
134740,male,73,69.6,13391.598
134743,female,65,62.0,36777.053
134744,male,55,67.4,71994.564
134745,male,42,68.5,67725.771
134746,female,44,58.6,53021.119
134748,male,29,73.6,34678.229
134749,male,60,72.8,21686.82
134751,male,44,68.4,16897.653
134756,female,54,58.5,55750.591
134757,female,27,61.2,52619.444
134759,female,41,62.9,19918.8
134760,male,62,71.6,29513.522
134769,male,52,70.9,86228.719
134771,female,80,63.2,26872.264
134776,female,72,61.2,37608.458
134781,female,25,61.2,48745.437
134788,male,61,66.1,27148.538
134790,female,29,63.4,51744.444
134791,female,36,66.6,100586.104
134793,male,49,71.0,22046.475
134794,female,64,65.2,43469.107
134802,female,56,65.7,27561.519
134804,female,66,61.5,14563.678
134805,female,65,65.7,20756.952
134806,female,37,62.2,12565.384
134811,male,73,69.0,26335.748
134812,female,74,61.8,26348.855
134813,male,79,69.1,19207.707
134817,male,80,65.6,43324.863
134822,male,71,68.2,39978.194
134824,female,59,163.8,35059.801
134825,female,65,61.6,12876.326
134826,female,50,62.2,38660.897
134827,female,80,60.7,37000.492
134828,male,51,71.2,44469.128
134831,female,21,68.1,30282.266
134834,female,71,57.4,28083.835
134836,male,49,66.9,21683.549
134839,male,27,70.4,50308.47
134845,female,69,64.1,11442.175
134850,female,60,64.6,19481.258
134851,female,47,63.7,35017.913
134856,female,32,64.3,29688.412
134857,female,34,64.3,23231.151
134858,male,32,73.3,27324.69
134859,female,40,62.8,41904.592
134864,female,62,62.0,24855.65
134870,male,33,72.4,58710.868
134877,male,60,69.9,27650.114
134878,male,40,71.2,53000.389
134879,female,71,65.5,44299.154
134886,female,65,59.7,26168.566
134889,female,38,61.1,25039.198
134890,female,58,67.1,45049.491
134891,male,80,64.9,19455.293
134894,male,39,70.4,102380.282
134896,female,34,65.4,38515.963
134897,male,64,66.4,52387.612
134899,male,60,63.1,42307.108
134901,female,43,67.4,92527.088
134902,female,41,65.5,70800.34
134903,female,71,65.9,26254.594
134904,male,56,68.7,161559.375
134906,male,60,71.3,13440.602
134908,male,72,66.0,22437.64
134910,female,74,57.9,18657.396
134916,male,47,66.1,37840.793
134917,female,22,65.2,57354.274
134918,male,72,61.7,38457.803
134919,female,48,66.9,48282.444
134920,female,67,63.3,20641.535
134922,female,61,59.3,25260.056
134923,female,69,63.9,23886.452
134926,female,28,67.0,24989.313
134928,female,70,64.4,14043.453
134929,female,55,62.9,35909.558
134932,male,70,68.4,32221.774
134935,female,21,65.4,15584.978
134939,female,66,61.9,7143.279
134940,female,51,65.2,26513.735
134941,female,41,68.3,23263.114
134942,male,80,69.2,36226.48
134943,female,74,62.5,28527.549
134944,male,80,64.5,29820.74
134946,male,65,67.6,18366.121
134951,female,50,65.0,29188.044
134953,female,62,63.6,45656.053
134954,female,72,58.9,14096.736
134955,male,65,68.3,30286.421
134957,female,62,64.8,21857.025
134961,male,71,70.0,30108.954
134962,female,33,59.8,11907.041
134964,female,68,65.8,22495.101
134965,female,66,60.3,29392.157
134966,male,52,66.8,74615.918
134967,female,62,58.6,19216.207
134969,female,42,64.8,30312.217
134970,female,48,66.3,36425.398
134971,male,68,69.7,33764.918
134972,female,34,66.7,109859.121
134976,female,60,64.3,35128.881
134977,female,80,65.7,44138.437
134978,male,33,66.5,101925.534
134979,male,46,68.1,37488.008
134980,female,65,65.4,14780.777
134982,female,36,170.8,102583.133
134985,male,68,62.7,40622.365
134986,male,49,67.7,21187.697
134988,female,68,57.6,17192.34
134989,male,22,69.4,72894.303
134990,female,55,62.7,34273.593
134991,male,34,65.7,30329.364
134992,female,63,65.9,34143.164
134995,female,73,61.4,42875.636
134996,female,35,70.0,23330.008
134998,female,60,62.2,18191.051
135000,female,67,61.3,16538.406
135001,female,72,65.6,27127.693
135010,female,58,61.0,45094.815
135013,male,26,68.9,56184.157
135014,male,50,64.8,30523.449
135016,female,31,63.9,40867.654
135021,male,35,65.7,25905.714
135022,male,58,68.4,15132.409
135023,female,64,58.7,17637.749
135024,female,63,60.8,31136.234
135026,male,72,75.5,13064.692
135027,female,78,65.2,19938.861
135028,male,22,66.9,60570.562
135029,female,79,53.3,43034.136
135032,male,72,69.1,17878.138
135033,male,75,65.1,58216.92
135035,female,54,64.4,55745.357
135036,female,64,62.0,17460.851
135037,female,41,61.2,25497.914
135039,female,48,57.4,109862.965
135040,male,75,60.9,49311.07
135041,female,57,61.7,28404.498
135042,male,30,65.5,43877.128
135043,female,48,61.9,15623.465
135047,male,53,69.3,26641.099
135048,male,22,67.1,66616.536
135051,male,75,62.2,21170.171
135052,male,70,67.7,12362.611
135053,female,32,59.3,33592.506
135057,female,70,61.1,29039.562
135060,male,80,66.7,14258.097
135064,female,63,66.2,22029.904
135065,female,63,63.4,12238.614
135066,female,80,61.1,15009.973
135067,female,70,60.7,54189.895
135070,male,78,64.0,12204.674
135071,male,32,70.8,96320.327
135074,male,67,72.6,28273.646
135077,female,80,63.7,21461.787
135086,female,69,66.2,32133.094
135087,male,73,70.2,21090.975
135090,female,70,62.0,21291.117
135091,female,65,69.1,35610.905
135092,male,64,67.8,12129.852
135093,female,62,65.6,21091.117
135094,male,34,69.1,33137.796
135095,female,35,66.8,13387.024
135098,male,47,71.6,104466.513
135100,male,32,70.7,16271.832
135101,female,35,63.6,76469.57
135102,female,53,65.7,47644.492
135103,female,47,61.5,38055.427
135108,female,23,64.0,32506.456
135110,male,73,62.2,18554.319
135111,male,59,64.8,69444.578
135112,male,77,67.0,22524.582
135116,male,72,65.6,61921.746
135117,male,38,67.7,52992.575
135119,male,37,71.0,40301.513
135121,male,62,64.1,11063.597
135126,female,64,71.7,22287.432
135129,female,65,61.4,42136.117
135130,male,57,69.5,26266.877
